title,price,location,time,status,seller_nickname,description,image_count,chat_count,interest_count,view_count,manner_temperature,url
스크럽클리닝 수세미 미사용3개입,"3,000원",대전 서구 둔산동,2시간 전,판매중,토끼,이사로 물건 판매합니다 미사용 수세미입니다~,5,1,0,9,42.1°C,https://www.daangn.com/kr/buy-sell/%EC%8A%A4%ED%81%AC%EB%9F%BD%ED%81%B4%EB%A6%AC%EB%8B%9D-%EC%88%98%EC%84%B8%EB%AF%B8-%EB%AF%B8%EC%82%AC%EC%9A%A93%EA%B0%9C%EC%9E%85-8zjqdduh8psi/
반스 올드스쿨 아기신발 115mm (125mm),"6,000원",대전 서구 둔산동,끌올 2시간 전,판매중,다비치,반스 올드스쿨 아기 벨크로 운동화입니다 저희아기는 발이 바로 커버려서 딱 1번 신고 나갔다가 다른신발이 많아 못신겼네요 신발박스 위에 비누방울 기계를 얹어 보관했더니 박스에 약간 오염있어요 필요없으시면 처분하고 드릴게요 - 사이즈는 115mm이나 반스는 10mm 크게 나와서 125mm정도의 아기들이 신으면 될 듯해요 밑창에 1번 외출 사용감 외에는 상태 좋습니다,9,0,12,284,54.2°C,https://www.daangn.com/kr/buy-sell/%EB%B0%98%EC%8A%A4-%EC%98%AC%EB%93%9C%EC%8A%A4%EC%BF%A8-%EC%95%84%EA%B8%B0%EC%8B%A0%EB%B0%9C-115mm-125mm-e1rkagszp16u/
컬러풀 RTX 3060 BATTLEAX 8GB,"100,000원",대전 서구 둔산동,2시간 전,판매중,건실한청년,"컬러풀 RTX 3060 BATTLEAX 8GB 그래픽 카드입니다 모니터 깨지는 고장 있습니다  As 기간 X  수리해서 사용하시거나  부품용으로 구매하세요 중고 거래 특성상 교환 , 환불 X",5,1,4,163,39.3°C,https://www.daangn.com/kr/buy-sell/%EC%BB%AC%EB%9F%AC%ED%92%80-rtx-3060-battleax-8gb-1d4ct7saku1w/
아기 겨울옷 100사이즈 두벌,"2,000원",대전 서구 둔산동,2시간 전,판매중,다비치,100사이즈 겨울옷 두벌 판매해용,5,0,2,31,54.2°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EA%B8%B0-%EA%B2%A8%EC%9A%B8%EC%98%B7-100%EC%82%AC%EC%9D%B4%EC%A6%88-%EB%91%90%EB%B2%8C-nfka722ita1d/
얀 반 하위쉼 꽃 그림 앤틱 액자,"70,000원",대전 서구 둔산동,2시간 전,판매중,가을바람,얀 반 하위쉼의 꽃 그림 액자입니다 앤틱 스타일의 액자 프레임이 특징입니다 J. Paul Getty Museum 소장품입니다 66-83센치,9,0,1,19,99.0°C,https://www.daangn.com/kr/buy-sell/%EC%96%80-%EB%B0%98-%ED%95%98%EC%9C%84%EC%89%BC-%EA%BD%83-%EA%B7%B8%EB%A6%BC-%EC%95%A4%ED%8B%B1-%EC%95%A1%EC%9E%90-2k3epd3gy3xv/
셀마 알토 색소폰 마우스피스 S80 E,"70,000원",대전 서구 둔산동,2시간 전,판매중,장강,"셀마 알토 색소폰 마우스피스 S80 E입니다 마우스피스, 캡, 조임쇠, 박스 포함입니다",5,2,0,46,37.3°C,https://www.daangn.com/kr/buy-sell/%EC%85%80%EB%A7%88-%EC%95%8C%ED%86%A0-%EC%83%89%EC%86%8C%ED%8F%B0-%EB%A7%88%EC%9A%B0%EC%8A%A4%ED%94%BC%EC%8A%A4-s80-e-a1e59o35mkux/
검정 운동화 240ㅡ245,"5,000원",대전 서구 둔산동,2시간 전,판매중,당근당근,검정색 통굽운동화입니다  전체적으로 사용감이 있으며. 습니다 정장바지에 출퇴근용으로 사용했습니다,6,1,3,49,42.1°C,https://www.daangn.com/kr/buy-sell/%EA%B2%80%EC%A0%95-%EC%9A%B4%EB%8F%99%ED%99%94-240-245-krydry4ekq68/
설화수 남성 본윤 5종 세트,"50,000원",대전 서구 둔산동,2시간 전,판매중,밤톨이맘,"설화수 남성 본윤 5종 세트입니다 유통기한은 28년 11~ 12월까지입니다 새제품이지만 중고거래라 교환, 환불은 어려운 점 이해 부탁드닙니다 선입금 해주시면 문에 걸어놓겠습니다.",7,2,1,28,49.9°C,https://www.daangn.com/kr/buy-sell/%EC%84%A4%ED%99%94%EC%88%98-%EB%82%A8%EC%84%B1-%EB%B3%B8%EC%9C%A4-5%EC%A2%85-%EC%84%B8%ED%8A%B8-i15rhje4h9d6/
아임낫어휴먼비잉 MA-1 항공 봄버 자켓,"30,000원",대전 서구 둔산동,2시간 전,판매중,olol,아임낫어휴먼비잉 MA-1 항공 봄버 자켓입니다 블랙 색상이고 독특한 프린팅이 포인트입니다 - 가볍고 활동성이 좋아요 - 튼튼한 내구성을 자랑합니다 약간의 사용감 있지만 전체적으로 상태 좋습니다,6,0,0,27,41.4°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9E%84%EB%82%AB%EC%96%B4%ED%9C%B4%EB%A8%BC%EB%B9%84%EC%9E%89-ma-1-%ED%95%AD%EA%B3%B5-%EB%B4%84%EB%B2%84-%EC%9E%90%EC%BC%93-x22866q3mvjd/
스타벅스 사이렌 로고 머그컵 2개,"18,000원",대전 서구 둔산동,2시간 전,판매중,호호,스타벅스 사이렌 로고 머그컵 2개입니다 박스1개도 같이 드려요,5,0,1,15,39.1°C,https://www.daangn.com/kr/buy-sell/%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4-%EC%82%AC%EC%9D%B4%EB%A0%8C-%EB%A1%9C%EA%B3%A0-%EB%A8%B8%EA%B7%B8%EC%BB%B5-2%EA%B0%9C-d4hihdr3daik/
베루툼 버킷햇,"40,000원",대전 서구 변동,끌올 2시간 전,판매중,XIA,베루툼 버킷햇 연예인들이 자주 쓰고 다니는 모자에요. 상태 좋아요. 네고 안되요.,8,0,3,44,54.2°C,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EB%A3%A8%ED%88%BC-%EB%B2%84%ED%82%B7%ED%96%87-b7ze4c3dh6s7/
SKT A175 키즈폰 특가 / 현금 0원,10원,대전 서구 둔산동,끌올 2시간 전,판매중,치치타타,"SKT 키즈폰 A175 공짜 진행합니다 	•	✔ 기기값 0원 (현금 X, 할부 X) 	•	✔ 1년 선택약정 할인 적용 	•	✔ 월 요금 14,850원 	•	✔ 키즈폰 / 학생폰 추천 	•	✔ 새 제품 / 미개봉 ⸻ 📌 조건 	•	SKT 신규 / 번호이동 가능 	•	약정 12개월 	•	요금제 변경·부가서비스 강요 없음 ⸻ 📌 이런 분께 추천 	•	자녀 첫 휴대폰 	•	위치 확인·통화 위주 사용 	•	저렴한 월요금 원하시는 분 ⸻ 📌 진행 방식 	•	상담 → 조건 확인 → 개통 	•	비대면 가능 / 빠른 개통 채팅 주세요 😊",5,0,0,13,36.5°C,https://www.daangn.com/kr/buy-sell/skt-a175-%ED%82%A4%EC%A6%88%ED%8F%B0-%ED%8A%B9%EA%B0%80-%ED%98%84%EA%B8%88-0%EC%9B%90-bboy395h4kk7/
포카리스웨트 유리병 인테리어 소품,"40,000원",대전 서구 변동,끌올 2시간 전,판매중,XIA,"일본 한정으로 나온 포카리스웨트 유리병입니다. 그냥 그대로 두어도 인테리어로 좋고, 내용물 버리고 꽃병으로 사용해도 감성있고 이뻐요. 4병 소장중이며 개당 4만원에 판매합니다. 개당 가격입니다. 개당 가격입니다.",11,0,4,30,54.2°C,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%B9%B4%EB%A6%AC%EC%8A%A4%EC%9B%A8%ED%8A%B8-%EC%9C%A0%EB%A6%AC%EB%B3%91-%EC%9D%B8%ED%85%8C%EB%A6%AC%EC%96%B4-%EC%86%8C%ED%92%88-do9oduksu73o/
송지오옴므 토이스토리 그린 볼캡,"87,000원",대전 서구 변동,끌올 2시간 전,판매중,XIA,송지오옴므 토이스토리 그린 볼캡 구매후 하루 착용후 보관만 했습니다. 텍 없습니다. 사진에 보이듯이 상태 너무 좋습니다. 네고문의 안받을게요,10,0,4,61,54.2°C,https://www.daangn.com/kr/buy-sell/%EC%86%A1%EC%A7%80%EC%98%A4%EC%98%B4%EB%AF%80-%ED%86%A0%EC%9D%B4%EC%8A%A4%ED%86%A0%EB%A6%AC-%EA%B7%B8%EB%A6%B0-%EB%B3%BC%EC%BA%A1-iski9mru4oxo/
케이팝데몬헌터즈 케데헌 루미 아크릴 키링,"10,000원",대전 서구 둔산동,끌올 2시간 전,판매중,당근농장,에버랜드 캐데헌 공식 행사에서 사온 헌트릭스 루미 아크릴 키링입니다 한번떨어트려서 밑에 아크릴이 조금 깨졌는데 티는 안납니다 대전외고 앞에 상가에서 거래해요,6,0,0,27,38.4°C,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%ED%8C%9D%EB%8D%B0%EB%AA%AC%ED%97%8C%ED%84%B0%EC%A6%88-%EC%BC%80%EB%8D%B0%ED%97%8C-%EB%A3%A8%EB%AF%B8-%EC%95%84%ED%81%AC%EB%A6%B4-%ED%82%A4%EB%A7%81-gvrmkyh5zrro/
아디다스 맨투맨 새상품,"20,000원",대전 서구 둔산동,끌올 2시간 전,판매중,매일이방학이었으면,"실착 0회 새상품이고, 기모가 있어 한겨울에도 따뜻합니다. 총장 70 가슴 50",6,4,12,379,38.5°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%94%94%EB%8B%A4%EC%8A%A4-%EB%A7%A8%ED%88%AC%EB%A7%A8-%EC%83%88%EC%83%81%ED%92%88-tebgq72npg7k/
블랙 조거 팬츠,"7,000원",대전 서구 둔산동,끌올 2시간 전,판매중,매일이방학이었으면,사이즈가 맞지 않아 판매합니다. 허리 28 허벅지 24 총장 87,6,1,3,191,38.5°C,https://www.daangn.com/kr/buy-sell/%EB%B8%94%EB%9E%99-%EC%A1%B0%EA%B1%B0-%ED%8C%AC%EC%B8%A0-14ssyrnsmiuk/
마크곤잘레스(와릿이즌) S 가디건,"10,000원",대전 서구 둔산동,끌올 2시간 전,판매중,매일이방학이었으면,깔끔한 디자인이고 거의 새상품입니다. S 사이즈에 연브라운색입니다. 총장 63 가슴 56 중고거래 특성상 환불은 어렵습니다.,7,1,2,101,38.5°C,https://www.daangn.com/kr/buy-sell/%EB%A7%88%ED%81%AC%EA%B3%A4%EC%9E%98%EB%A0%88%EC%8A%A4-%EC%99%80%EB%A6%BF%EC%9D%B4%EC%A6%8C-s-%EA%B0%80%EB%94%94%EA%B1%B4-wfwdkuyq6gyf/
배드민턴 테크니스트 경기복 팔아요,"23,000원",대전 서구 둔산동,끌올 2시간 전,판매중,당근농장,"테크니스트 반팔 티셔츠입니다. 사이즈: 여자 95 흰색 바탕에 검정, 빨강, 파랑 포인트,  뒷면은 올블랙입니다 통기성이 좋은 재질입니다 집에서 핏확인용으로 1번 입어본 새거입니다 대전외고 앞 상가에서 거래해요",6,0,1,226,38.4°C,https://www.daangn.com/kr/buy-sell/%EB%B0%B0%EB%93%9C%EB%AF%BC%ED%84%B4-%ED%85%8C%ED%81%AC%EB%8B%88%EC%8A%A4%ED%8A%B8-%EA%B2%BD%EA%B8%B0%EB%B3%B5-%ED%8C%94%EC%95%84%EC%9A%94-gg7fqm8ghwwy/
푸마 디비에이트 나이트로3 M260mm,"90,000원",대전 서구 둔산1동,끌올 2시간 전,판매중,천재시라노,새상품입니다,5,1,10,237,41.4°C,https://www.daangn.com/kr/buy-sell/%ED%91%B8%EB%A7%88-%EB%94%94%EB%B9%84%EC%97%90%EC%9D%B4%ED%8A%B8-%EB%82%98%EC%9D%B4%ED%8A%B8%EB%A1%9C3-m260mm-1odk8f2x77df/
나가노 치이카와 농담곰 콜라보 피규어,"8,000원",대전 서구 둔산동,끌올 2시간 전,판매중,당근농장,나가노 치이카와 농담곰 콜라보 피규어입니다 3-4센치의 세워놓는 피규어로 꾸미기로 딱이에요 미개봉 새상품이에요 박스는 없습니다 대전외고 앞에서 거래해요,6,0,6,85,38.4°C,https://www.daangn.com/kr/buy-sell/%EB%82%98%EA%B0%80%EB%85%B8-%EC%B9%98%EC%9D%B4%EC%B9%B4%EC%99%80-%EB%86%8D%EB%8B%B4%EA%B3%B0-%EC%BD%9C%EB%9D%BC%EB%B3%B4-%ED%94%BC%EA%B7%9C%EC%96%B4-24q3bcmnw3ib/
서울동아마라톤 풀코스 아디다스 싱글렛 M,"20,000원",대전 서구 둔산1동,끌올 2시간 전,판매중,천재시라노,"아디다스 검정색 러닝 싱글렛 M 사이즈입니다 - 흡습성이 좋은 AEROREADY 소재로 제작되어 운동 중에도 쾌적함을 유지해 줍니다 - 가볍고 통기성이 뛰어나 편안하게 착용할 수 있습니다 - 운동, 러닝 시 좋습니다",6,2,5,269,41.4°C,https://www.daangn.com/kr/buy-sell/%EC%84%9C%EC%9A%B8%EB%8F%99%EC%95%84%EB%A7%88%EB%9D%BC%ED%86%A4-%ED%92%80%EC%BD%94%EC%8A%A4-%EC%95%84%EB%94%94%EB%8B%A4%EC%8A%A4-%EC%8B%B1%EA%B8%80%EB%A0%9B-m-son65ftyoh9u/
빈티지 앤틱 캔들 랜턴,"52,000원",대전 서구 둔산동,2시간 전,판매중,가을바람,"빈티지 앤틱 스타일의 캔들 랜턴입니다 철제와 유리 소재로 제작되었으며, 촛대와 LED 캔들이 포함되어 있습니다 - 은은한 불빛으로 분위기를 연출할 수 있습니다 - 인테리어 소품으로 활용하기 좋습니다 높이44센치 가로23센치 -",8,0,0,17,99.0°C,https://www.daangn.com/kr/buy-sell/%EB%B9%88%ED%8B%B0%EC%A7%80-%EC%95%A4%ED%8B%B1-%EC%BA%94%EB%93%A4-%EB%9E%9C%ED%84%B4-5oduuk6nsxyd/
푸바오 팬더 보들인형 키링,"20,000원",대전 서구 둔산동,끌올 2시간 전,판매중,당근농장,"에버랜드에서 구매한 푸바오 보들보들 감촉의 키링인형입니다 한 손보다 약간 크게 들어와서 진짜 너무 귀여워요 털 색은 원래 아이보리 컬러로 나와서 뒹군 판다 느낌나요 너무 귀여운데 급전으로 내놔요 ㅜ 가격네고는 어렵습니다 대전외고 앞, 상가에서 거래해요",6,0,0,21,38.4°C,https://www.daangn.com/kr/buy-sell/%ED%91%B8%EB%B0%94%EC%98%A4-%ED%8C%AC%EB%8D%94-%EB%B3%B4%EB%93%A4%EC%9D%B8%ED%98%95-%ED%82%A4%EB%A7%81-byvkn2iuef4g/
CU 농심 츄파춥스 기프티콘,나눔,대전 서구 둔산동,2시간 전,판매중,내계정어디감,CU에서 사용 가능한 농심 츄파춥스 12g 기프티콘입니다 유효기간은 2026년 2월 12일까지입니다,5,2,0,15,94.1°C,https://www.daangn.com/kr/buy-sell/cu-%EB%86%8D%EC%8B%AC-%EC%B8%84%ED%8C%8C%EC%B6%A5%EC%8A%A4-%EA%B8%B0%ED%94%84%ED%8B%B0%EC%BD%98-5fyabgqtdnui/
타미힐피거 롱패딩 네이비,"20,000원",대전 서구 둔산동,끌올 2시간 전,판매중,포푸,타미힐피거 여성 롱패딩 네이비 색상입니다 따뜻하고 편하게 입을 수 있어요 상태는 사진 참고해주세요! 기장 160cm 기준 무릎 위까지 옵니다 * 브랜드: 타미힐피거 * 색상: 네이비 * 사이즈: S (사진 내 택 참조),7,5,18,568,38.1°C,https://www.daangn.com/kr/buy-sell/%ED%83%80%EB%AF%B8%ED%9E%90%ED%94%BC%EA%B1%B0-%EB%A1%B1%ED%8C%A8%EB%94%A9-%EB%84%A4%EC%9D%B4%EB%B9%84-qgbvg4t48dfn/
게스 여성 일자 블랙진 25사이즈,"7,000원",대전 서구 둔산동,끌올 2시간 전,판매중,포푸,게스 여성 일자 블랙진입니다. - 사이즈: 25 - 색상: 블랙 편하게 입으실 분 채팅 주세요!,7,0,0,23,38.1°C,https://www.daangn.com/kr/buy-sell/%EA%B2%8C%EC%8A%A4-%EC%97%AC%EC%84%B1-%EC%9D%BC%EC%9E%90-%EB%B8%94%EB%9E%99%EC%A7%84-25%EC%82%AC%EC%9D%B4%EC%A6%88-945sf31p9jtj/
삐삐래쉬 노글루 속눈썹 #Crown,"8,000원",대전 서구 둔산동,끌올 2시간 전,판매중,포푸,삐삐래쉬 노글루 속눈썹 #Crown 입니다 3가닥 연습삼아 써본거에요 !,5,0,6,129,38.1°C,https://www.daangn.com/kr/buy-sell/%EC%82%90%EC%82%90%EB%9E%98%EC%89%AC-%EB%85%B8%EA%B8%80%EB%A3%A8-%EC%86%8D%EB%88%88%EC%8D%B9-crown-6c31uuu17m1s/
베고니아 푸토엔시스,"6,000원",대전 서구 둔산동,끌올 2시간 전,판매중,딩가,동글동글 귀여운 베고니아 푸토엔시스입니다. 키울수록 잎이 커지며 멋있게 자라요. 실습에서 키워서 관리하기 편하실 거예요. 화분 : 지름 8cm,8,2,11,171,90.9°C,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EA%B3%A0%EB%8B%88%EC%95%84-%ED%91%B8%ED%86%A0%EC%97%94%EC%8B%9C%EC%8A%A4-3itgu9gosxtn/
나이키 구스,"60,000원",대전 중구 문창동,끌올 2시간 전,판매중,유리,나이키구스  후드다운 550필파워 서울롯데매장에서  32만원대에 구매했어요  브랜드: 나이키 사이즈:100 충전재: 거위솜털 75% 깃털25 엄청 가볍고 따뜻합니다  옷컨디션 좋은편이예요  하자한군데도 없고 깨끗합니다  엉덩이 살짝덮는 길이감 모자 탈부착안됩니다. 시간맞추기가 어려워 당분간 택배거래만합니다 ⏩️택배비포함 가격입니다.,11,1,22,2198,41.1°C,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EA%B5%AC%EC%8A%A4-opxyk698dypy/
호야 휴스켈리아나 바리에가타,"7,000원",대전 서구 둔산동,끌올 3시간 전,판매중,딩가,꽃도 피지만 잎이 예뻐 관상용으로 키우기 좋은 호야 휴스켈리아나 바리에가타입니다. 빛을 많이 쬐면 신엽이 핑크색으로 물들어요. 화분 : 지름 10cm,9,0,13,404,90.9°C,https://www.daangn.com/kr/buy-sell/%ED%98%B8%EC%95%BC-%ED%9C%B4%EC%8A%A4%EC%BC%88%EB%A6%AC%EC%95%84%EB%82%98-%EB%B0%94%EB%A6%AC%EC%97%90%EA%B0%80%ED%83%80-uuoj5ts4yhwt/
"시마노 25 스티레100PG,101PG 베이트 릴","400,000원",대전 서구 둔산동,끌올 3시간 전,판매중,빛나게,"시마노 25 스티레100PG,101PG 윤성조구 정품(보증서 있음) 미사용 새제품입니다  가격40만원",6,5,10,481,41.6°C,https://www.daangn.com/kr/buy-sell/%EC%8B%9C%EB%A7%88%EB%85%B8-25-%EC%8A%A4%ED%8B%B0%EB%A0%88100pg-101pg-%EB%B2%A0%EC%9D%B4%ED%8A%B8-%EB%A6%B4-f3ffxffe4bww/
빈티지 철제 스툴 앤틱 의자,"30,000원",대전 서구 둔산동,3시간 전,판매중,가을바람,앤틱 스타일의 철제 스툴입니다 철제 프레임에 방수 패브릭 쿠션이 덧대어져 있습니다 빈티지한 디자인으로 인테리어 소품으로 활용하기 좋습니다 36-36센치 높이45센치 거의새제품,7,0,1,52,99.0°C,https://www.daangn.com/kr/buy-sell/%EB%B9%88%ED%8B%B0%EC%A7%80-%EC%B2%A0%EC%A0%9C-%EC%8A%A4%ED%88%B4-%EC%95%A4%ED%8B%B1-%EC%9D%98%EC%9E%90-kst3so5j3vto/
레노버 Ideapad 110S 노트북 부품용,"45,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"레노버 Ideapad 110S 노트북 부품용  충전기 포함ㆍ키보드 작동 안됩니다ㆍ 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",9,0,2,90,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A0%88%EB%85%B8%EB%B2%84-ideapad-110s-%EB%85%B8%ED%8A%B8%EB%B6%81-%EB%B6%80%ED%92%88%EC%9A%A9-nitjhdtqqrxu/
리바이스 514 청바지,"10,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"리바이스 514 청바지 W30 L32 사이즈입니다 약간의 사용감은 있지만 전체적으로 상태는 괜찮습니다ㆍ중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,0,2,118,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%8A%A4-514-%EC%B2%AD%EB%B0%94%EC%A7%80-one3qfujbj47/
리바이스 청바지,"15,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"리바이스 514 청바지 W32 L34 사이즈입니다 약간의 사용감 있습니다ㆍ중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,0,6,228,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%8A%A4-%EC%B2%AD%EB%B0%94%EC%A7%80-fjpfar5v35pd/
미니 빔프로젝터,"45,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"SMARTPICO Wireless P1 미니 빔프로젝터입니다 휴대하기 좋은 미니 사이즈입니다ㆍ 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",9,1,23,604,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EB%8B%88-%EB%B9%94%ED%94%84%EB%A1%9C%EC%A0%9D%ED%84%B0-1u4fhzbpofec/
오디세이 퍼터,"50,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"오디세이 화이트 아이스 D.A.R.T. 블레이드 퍼터입니다ㆍ그립은 Larsen으로 교체되었습니다ㆍ사용감은 있지만, 전체적으로 양호한 상태입니다ㆍ중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,1,5,239,84.8°C,https://www.daangn.com/kr/buy-sell/%EC%98%A4%EB%94%94%EC%84%B8%EC%9D%B4-%ED%8D%BC%ED%84%B0-i1wzvjkrezf3/
아디다스 프레데터 풋살화 220mm,"15,000원",대전 서구 둔산동,끌올 3시간 전,판매중,자연보호,"아디다스 프레데터 풋살화 220mm입니다 골드와 블랙 색상 조합으로 세련된 디자인이에요 사용감이 적고 깨끗한 상태입니다 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~ 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,0,0,22,84.8°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%94%94%EB%8B%A4%EC%8A%A4-%ED%94%84%EB%A0%88%EB%8D%B0%ED%84%B0-%ED%92%8B%EC%82%B4%ED%99%94-220mm-4pkuv2yt8yoj/
핑 G25 드라이버 10.5도,"120,000원",대전 서구 둔산동,3시간 전,판매중,오리진,핑 G25 드라이버 10.5도 입니다  저는 골프존 기준 드라이버 스피드 평균 63정도 니옵니다 우라도 없고 잘나가는데 제가 핑으로 업그레이드 하려고 팝니다 ㅎ 샤프트는 TFC 360D SR 이고 길이는 45.75인치 입니다 커버 포함입니다  네고 가능합니다 잘나갑니다,9,0,4,71,50.6°C,https://www.daangn.com/kr/buy-sell/%ED%95%91-g25-%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B2%84-10-5%EB%8F%84-vg8gmuqofms3/
신세계 상품권 10만원권(2장),"190,000원",대전 서구 둔산동,3시간 전,판매중,gokimjk,신세계 상품권 10만원권입니다 필요하신 분 채팅 주세요!,5,5,1,44,56.3°C,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%84%B8%EA%B3%84-%EC%83%81%ED%92%88%EA%B6%8C-10%EB%A7%8C%EC%9B%90%EA%B6%8C-2%EC%9E%A5-w76nmqcu31vq/
"삼성 잉크 M260, C260 미개봉 새제품","20,000원",대전 서구 둔산동,3시간 전,판매중,썬키스트임,삼성 잉크 카트리지 M260 (검정) 및 C260 (컬러) 잉크입니다. 미개봉 새제품 입니다. 프린트 바꾸게돼서 판매해요~ 연락주세요 두 개 같이 하시면 개 당 2만원에 해드릴게요,5,0,0,3,36.8°C,https://www.daangn.com/kr/buy-sell/%EC%82%BC%EC%84%B1-%EC%9E%89%ED%81%AC-m260-c260-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%A0%9C%ED%92%88-jor1ghpr9ntd/
프린스 EXO-3 라켓 팝니다,"26,000원",대전 서구 둔산동,끌올 3시간 전,판매중,다이션,"프린스 EXO-3 테니스라켓입니다 10여년 전 버전입니다 생활기스 있읍니다만 성능좋습니다. 스트링은 25,000원 RPM블라스트 43/41로 교체한지 2주정도 됬고 사용 거의 안했습니다. 부담없는 가격으로 라켓 쓰세요^^",9,0,2,68,41.4°C,https://www.daangn.com/kr/buy-sell/%ED%94%84%EB%A6%B0%EC%8A%A4-exo-3-%EB%9D%BC%EC%BC%93-%ED%8C%9D%EB%8B%88%EB%8B%A4-8vjj2wtyzthc/
아이패드 에어 5세대 64GB Wi-Fi + Cellular,"550,000원",대전 서구 둔산동,3시간 전,판매중,중고최고,애플 아이패드 에어 5세대입니다 - 64GB 저장 공간 - Wi-Fi + Cellular 모델 - 핑크 색상 - 배터리성능 100% - 케이스 포함 - 액정보호필름 부착되어 있습니다. - 얇고 가벼운 디자인으로 휴대성이 좋습니다  - 사진에서 보시는 것처럼 상태는 양호합니다 - 흠집 기스 없습니다  - 박스도 함께 드립니다,14,1,4,24,44.5°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8C%A8%EB%93%9C-%EC%97%90%EC%96%B4-5%EC%84%B8%EB%8C%80-64gb-wi-fi-cellular-nhhs2tajjqji/
메가MGC커피 아이스 아메리카노 기프티콘,"1,600원",대전 서구 둔산동,3시간 전,판매중,하늘별,"유효기간 - 2026.03.14 이용 안내 - 유효기간 연장, 교환이나 환불이 불가능합니다.",5,1,0,8,53.5°C,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EA%B0%80mgc%EC%BB%A4%ED%94%BC-%EC%95%84%EC%9D%B4%EC%8A%A4-%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8-%EA%B8%B0%ED%94%84%ED%8B%B0%EC%BD%98-zxn2zhthaim3/
호야 휴스켈리아나 바리에가타,"7,000원",대전 서구 둔산동,3시간 전,판매중,딩가,꽃도 피지만 잎이 예뻐 관상용으로 키우기 좋은 호야 휴스켈리아나 바리에가타입니다. 빛을 많이 쬐면 신엽이 핑크색으로 물들어요. 화분 : 지름 9cm,9,0,1,15,90.9°C,https://www.daangn.com/kr/buy-sell/%ED%98%B8%EC%95%BC-%ED%9C%B4%EC%8A%A4%EC%BC%88%EB%A6%AC%EC%95%84%EB%82%98-%EB%B0%94%EB%A6%AC%EC%97%90%EA%B0%80%ED%83%80-c2dh6djmi2zf/
대리석 스텐드. 워머램프,"50,000원",대전 서구 둔산동,3시간 전,판매중,가을바람,"대리석 받침과 꽃 모양 유리 갓이 예쁜  램프입니다. 또.  캔들워머로도. 사용가능 은은한 불빛으로 아늑한 분위기를 연출할 수 있어요 캔들워머는 캔들 고유의 향을 은은하게 퍼지게 해주고, 터널링 현상 없이 캔들을 끝까지 사용할 수 있게 해줍니다 높이35센치",7,0,0,14,99.0°C,https://www.daangn.com/kr/buy-sell/%EB%8C%80%EB%A6%AC%EC%84%9D-%EC%8A%A4%ED%85%90%EB%93%9C-%EC%9B%8C%EB%A8%B8%EB%9E%A8%ED%94%84-25fnmv61qdc8/
